USAState|TotalCases|NewCases|TotalDeaths|NewDeaths|TotalRecovered|ActiveCases|Source|Sys Date|Last updated
51|West Virginia|12|1|NA|NA|NA|12||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
52|Diamond Princess Cruise|49|NA|NA|NA|NA|49||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
53|Grand Princess Cruise|30|7|1|NA|NA|29||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
54|Others|59|14|2|1|NA|57||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
55|Total:|38167|13949|396|94|178|37593||2020-03-22 14:23:30|March 22, 2020, 18:19 GMT
1|New York|15790|5418|114|58|NA|15676|[source] [source] [source] [source] [source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
2|Washington|1996|203|95|1|124|1777|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
3|New Jersey|1914|587|20|4|NA|1894|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
4|California|1755|364|34|10|6|1715|[source] [source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
5|Illinois|1049|296|9|3|2|1038|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
6|Michigan|1035|248|9|4|NA|1026|[source] [source] [source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
7|Florida|1007|348|13|1|NA|994|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
8|Louisiana|837|252|20|4|NA|817|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
9|Massachusetts|646|121|5|4|1|640|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
10|Georgia|600|45|23|9|NA|577|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
11|Texas|598|125|6|1|11|581|[source] [source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
12|Colorado|591|115|6|1|NA|585|[source] [source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
13|Tennessee|505|134|2|1|NA|503|[source] [source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
14|Pennsylvania|479|88|3|1|NA|476|[source] [source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
15|Wisconsin|381|100|4|NA|1|376|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
16|Ohio|351|104|3|NA|NA|348|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
17|North Carolina|255|9|NA|NA|NA|255|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
18|Maryland|244|54|3|1|4|237|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
19|Connecticut|223|29|5|1|NA|218|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
20|Virginia|219|67|3|1|1|215|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
21|Mississippi|207|66|1|NA|NA|206|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
22|Indiana|201|72|6|3|NA|195|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
23|South Carolina|195|22|3|NA|NA|192|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
24|Nevada|190|29|2|NA|NA|188|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
25|Utah|181|45|1|1|NA|180|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
26|Minnesota|169|31|1|NA|24|144|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
27|Arkansas|165|47|6|6|NA|159|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
28|Oregon|161|24|4|NA|NA|157|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
29|Alabama|157|32|NA|NA|NA|157|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
30|Arizona|152|44|2|1|1|149|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
31|Kentucky|99|35|3|1|2|94|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
32|District of Columbia|98|21|2|NA|NA|96|[source] [source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
33|Missouri|90|16|3|NA|NA|87|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
34|Iowa|90|22|NA|NA|NA|90|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
35|Maine|89|19|NA|NA|NA|89|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
36|Rhode Island|83|29|NA|NA|NA|83|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
37|New Hampshire|78|13|NA|NA|NA|78|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
38|Oklahoma|67|14|2|1|1|64|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
39|New Mexico|65|8|NA|NA|NA|65|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
40|Kansas|64|7|2|1|NA|62|[source] [source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
41|Delaware|56|16|NA|NA|NA|56|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
42|Hawaii|56|8|NA|NA|NA|56|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
43|Vermont|52|3|2|NA|NA|50|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
44|Idaho|42|6|NA|NA|NA|42|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
45|Nebraska|42|4|NA|NA|NA|42|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
46|Montana|34|7|NA|NA|NA|34|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
47|North Dakota|30|2|NA|NA|NA|30|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
48|Wyoming|24|1|NA|NA|NA|24|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
49|Alaska|22|8|NA|NA|NA|22|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
50|South Dakota|21|7|1|NA|NA|20|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
51|West Virginia|12|1|NA|NA|NA|12|[source]|2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
52|Diamond Princess Cruise|49|NA|NA|NA|NA|49||2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
53|Grand Princess Cruise|30|7|1|NA|NA|29||2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
54|Total:|33546|9373|419|118|178|32949||2020-03-22 21:05:16|March 23, 2020, 01:03 GMT
1|New York|16900|1110|150|36|NA|16750|[source] [source] [source] [source] [source] [source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
2|Washington|1996|NA|95|NA|124|1777|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
3|New Jersey|1914|NA|21|1|NA|1893|[source] [source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
4|California|1802|47|35|1|6|1761|[source] [source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
5|Illinois|1049|NA|9|NA|2|1038|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
6|Michigan|1035|NA|9|NA|NA|1026|[source] [source] [source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
7|Florida|1007|NA|13|NA|NA|994|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
8|Louisiana|837|NA|20|NA|NA|817|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
9|Texas|719|121|7|1|11|701|[source] [source] [source] [source] [source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
10|Massachusetts|646|NA|5|NA|1|640|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
11|Georgia|620|20|25|2|NA|595|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
12|Colorado|591|NA|6|NA|NA|585|[source] [source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
13|Tennessee|505|NA|2|NA|NA|503|[source] [source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
14|Pennsylvania|479|NA|4|1|NA|475|[source] [source] [source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
15|Wisconsin|381|NA|4|NA|1|376|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
16|Ohio|351|NA|3|NA|NA|348|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
17|Connecticut|327|104|8|3|NA|319|[source] [source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
18|North Carolina|307|36|NA|NA|NA|307|[source] [source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
19|Maryland|244|NA|3|NA|4|237|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
20|Virginia|219|NA|3|NA|1|215|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
21|Mississippi|207|NA|1|NA|NA|206|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
22|Indiana|201|NA|6|NA|NA|195|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
23|South Carolina|195|NA|3|NA|NA|192|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
24|Nevada|190|NA|2|NA|NA|188|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
25|Utah|181|NA|1|NA|NA|180|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
26|Minnesota|169|NA|1|NA|24|144|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
27|Arkansas|165|NA|NA|NA|NA|165|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
28|Oregon|161|NA|4|NA|NA|157|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
29|Alabama|157|NA|NA|NA|NA|157|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
30|Arizona|152|NA|2|NA|1|149|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
31|Missouri|128|38|3|NA|NA|125|[source] [source] [source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
32|District of Columbia|116|18|2|NA|NA|114|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
33|Kentucky|103|NA|3|NA|2|98|[source] [source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
34|Iowa|90|NA|NA|NA|NA|90|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
35|Maine|89|NA|NA|NA|NA|89|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
36|Rhode Island|83|NA|NA|NA|NA|83|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
37|New Hampshire|78|NA|NA|NA|NA|78|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
38|Oklahoma|67|NA|2|NA|1|64|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
39|New Mexico|65|NA|NA|NA|NA|65|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
40|Kansas|64|NA|2|NA|NA|62|[source] [source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
41|Delaware|56|NA|NA|NA|NA|56|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
42|Hawaii|56|NA|NA|NA|NA|56|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
43|Vermont|52|NA|2|NA|NA|50|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
44|Idaho|42|NA|NA|NA|NA|42|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
45|Nebraska|42|NA|NA|NA|NA|42|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
46|Montana|34|NA|NA|NA|NA|34|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
47|Alaska|32|10|NA|NA|NA|32|[source] [source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
48|North Dakota|30|NA|NA|NA|NA|30|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
49|Wyoming|24|NA|NA|NA|NA|24|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
50|South Dakota|21|NA|1|NA|NA|20|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
51|West Virginia|12|NA|NA|NA|NA|12|[source]|2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
52|Diamond Princess Cruise|49|NA|NA|NA|NA|49||2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
53|Grand Princess Cruise|30|NA|1|NA|NA|29||2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
54|Total:|35070|1504|458|45|178|34434||2020-03-23 08:15:31|March 23, 2020, 12:14 GMT
1|New York|20875|5085|157|43|NA|20610|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
2|New Jersey|2844|930|27|7|NA|2817|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
3|Washington|2221|225|110|15|NA|1987|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
4|California|2133|378|40|6|NA|2087|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
5|Michigan|1328|293|15|6|NA|1313|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
6|Illinois|1285|236|12|3|NA|1271|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
7|Florida|1227|220|18|5|NA|1209|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
8|Louisiana|1172|335|35|15|NA|1137|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
9|Texas|806|208|9|3|NA|786|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
10|Georgia|803|203|26|3|NA|777|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
11|Massachusetts|777|131|9|4|NA|767|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
12|Colorado|720|129|7|1|NA|713|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
13|Pennsylvania|644|165|6|3|NA|638|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
14|Tennessee|615|110|2|NA|NA|613|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
15|Ohio|442|91|6|3|NA|436|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
16|Wisconsin|416|35|5|1|NA|410|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
17|Connecticut|415|192|10|5|NA|405|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
18|North Carolina|410|139|NA|NA|NA|410|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
19|South Carolina|299|104|5|2|NA|294|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
20|Maryland|288|44|3|NA|NA|281|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
21|Indiana|259|58|7|1|NA|252|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
22|Utah|257|76|1|NA|NA|256|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
23|Virginia|254|35|7|4|NA|246|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
24|Mississippi|249|42|1|NA|NA|248|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
25|Nevada|245|55|4|2|NA|241|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
26|Minnesota|235|66|1|NA|NA|210|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
27|Arizona|234|82|2|NA|NA|231|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
28|Arkansas|197|32|NA|NA|NA|197|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
29|Missouri|196|106|5|2|NA|191|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
30|Alabama|196|39|NA|NA|NA|196|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
31|Oregon|191|30|5|1|NA|186|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
32|District of Columbia|137|39|2|NA|NA|135|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
33|Kentucky|124|21|4|1|NA|118|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
34|Maine|107|18|NA|NA|NA|104|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
35|Rhode Island|106|23|NA|NA|NA|106|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
36|Iowa|105|15|NA|NA|NA|105|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
37|New Hampshire|101|23|1|1|NA|100|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
38|New Mexico|83|18|NA|NA|NA|83|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
39|Kansas|82|18|2|NA|NA|80|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
40|Oklahoma|81|14|2|NA|NA|78|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
41|Hawaii|77|21|NA|NA|NA|77|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
42|Vermont|75|23|5|3|NA|70|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
43|Delaware|68|12|NA|NA|NA|68|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
44|Nebraska|50|8|NA|NA|NA|50|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
45|Idaho|47|5|NA|NA|NA|47|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
46|Montana|45|11|NA|NA|NA|45|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
47|Alaska|32|10|NA|NA|NA|32|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
48|North Dakota|32|2|NA|NA|NA|32|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
49|South Dakota|28|7|1|NA|NA|21|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
50|Wyoming|26|2|NA|NA|NA|26|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
51|West Virginia|16|4|NA|NA|NA|16|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
52|Diamond Princess Cruise|49|NA|NA|NA|NA|49|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
53|Grand Princess Cruise|30|NA|1|NA|NA|29|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
54|Total:|43734|10168|553|140|NA|42886|NA|2020-03-23 21:59:08|March 24, 2020, 01:58 GMT
